   1.02329301E-04  0.999902606    
   1.04712846E-04  0.999898076    
   1.07151922E-04  0.999893308    
   1.09647808E-04  0.999888420    
   1.12201829E-04  0.999883115    
   1.14815346E-04  0.999877691    
   1.17489741E-04  0.999871969    
   1.20226425E-04  0.999866009    
   1.23026854E-04  0.999859810    
   1.25892519E-04  0.999853253    
   1.28824919E-04  0.999846399    
   1.31825640E-04  0.999839306    
   1.34896327E-04  0.999831855    
   1.38038464E-04  0.999823928    
   1.41253782E-04  0.999815762    
   1.44543999E-04  0.999807239    
   1.47910861E-04  0.999798298    
   1.51356144E-04  0.999788880    
   1.54881680E-04  0.999779224    
   1.58489333E-04  0.999768853    
   1.62181022E-04  0.999758184    
   1.65958700E-04  0.999746919    
   1.69824372E-04  0.999735296    
   1.73780092E-04  0.999723077    
   1.77827940E-04  0.999710262    
   1.81970085E-04  0.999696791    
   1.86208708E-04  0.999682784    
   1.90546067E-04  0.999668121    
   1.94984445E-04  0.999652743    
   1.99526214E-04  0.999636710    
   2.04173761E-04  0.999619901    
   2.08929589E-04  0.999602437    
   2.13796171E-04  0.999584019    
   2.18776113E-04  0.999564946    
   2.23872063E-04  0.999544919    
   2.29086712E-04  0.999523938    
   2.34422827E-04  0.999502063    
   2.39883360E-04  0.999479175    
   2.45470816E-04  0.999455214    
   2.51188700E-04  0.999430180    
   2.57039617E-04  0.999404132    
   2.63026857E-04  0.999376774    
   2.69153534E-04  0.999348223    
   2.75422906E-04  0.999318361    
   2.81838322E-04  0.999287128    
   2.88403186E-04  0.999254584    
   2.95120932E-04  0.999220431    
   3.01995198E-04  0.999184906    
   3.09029536E-04  0.999147773    
   3.16227757E-04  0.999108851    
   3.23593646E-04  0.999068260    
   3.31131101E-04  0.999025881    
   3.38844140E-04  0.998981595    
   3.46736808E-04  0.998935342    
   3.54813354E-04  0.998886943    
   3.63077997E-04  0.998836517    
   3.71535163E-04  0.998783767    
   3.80189333E-04  0.998728752    
   3.89045075E-04  0.998671234    
   3.98107077E-04  0.998611212    
   4.07380401E-04  0.998548567    
   4.16869269E-04  0.998483181    
   4.26579616E-04  0.998414755    
   4.36515693E-04  0.998343468    
   4.46683698E-04  0.998269141    
   4.57088026E-04  0.998191297    
   4.67735226E-04  0.998110354    
   4.78630158E-04  0.998025656    
   4.89778875E-04  0.997937441    
   5.01187285E-04  0.997845352    
   5.12861414E-04  0.997749269    
   5.24807489E-04  0.997648895    
   5.37031796E-04  0.997544408    
   5.49540855E-04  0.997435272    
   5.62341302E-04  0.997321546    
   5.75439946E-04  0.997202814    
   5.88843599E-04  0.997079134    
   6.02559536E-04  0.996950150    
   6.16594916E-04  0.996815681    
   6.30957307E-04  0.996675432    
   6.45654160E-04  0.996529400    
   6.60693389E-04  0.996377110    
   6.76082855E-04  0.996218383    
   6.91830821E-04  0.996052980    
   7.07945670E-04  0.995880723    
   7.24435784E-04  0.995701194    
   7.41310068E-04  0.995514333    
   7.58577778E-04  0.995319486    
   7.76246889E-04  0.995116711    
   7.94328400E-04  0.994905651    
   8.12830229E-04  0.994685769    
   8.31763900E-04  0.994456887    
   8.51138146E-04  0.994218647    
   8.70963675E-04  0.993970752    
   8.91251024E-04  0.993712664    
   9.12010903E-04  0.993444204    
   9.33254370E-04  0.993165016    
   9.54992604E-04  0.992874503    
   9.77237243E-04  0.992572486    
   1.00000005E-03  0.992258310    
   1.02329301E-03  0.991931617    
   1.04712846E-03  0.991592109    
   1.07151922E-03  0.991239190    
   1.09647808E-03  0.990872443    
   1.12201832E-03  0.990491390    
   1.14815345E-03  0.990095437    
   1.17489742E-03  0.989684224    
   1.20226422E-03  0.989257097    
   1.23026920E-03  0.988813579    
   1.25892507E-03  0.988353014    
   1.28824997E-03  0.987875104    
   1.31825637E-03  0.987379074    
   1.34896324E-03  0.986864209    
   1.38038385E-03  0.986330330    
   1.41253788E-03  0.985776365    
   1.44543918E-03  0.985201955    
   1.47910859E-03  0.984606266    
   1.51356065E-03  0.983988881    
   1.54881680E-03  0.983348846    
   1.58489251E-03  0.982685566    
   1.62181025E-03  0.981998503    
   1.65958703E-03  0.981286764    
   1.69824366E-03  0.980549693    
   1.73780089E-03  0.979786456    
   1.77827943E-03  0.978996336    
   1.81970082E-03  0.978178561    
   1.86208705E-03  0.977332473    
   1.90546061E-03  0.976457179    
   1.94984442E-03  0.975551784    
   1.99526199E-03  0.974615574    
   2.04173778E-03  0.973647773    
   2.08929577E-03  0.972647250    
   2.13796180E-03  0.971613526    
   2.18776125E-03  0.970545530    
   2.23872066E-03  0.969442487    
   2.29086843E-03  0.968303323    
   2.34422809E-03  0.967127383    
   2.39883363E-03  0.965913653    
   2.45470810E-03  0.964661241    
   2.51188688E-03  0.963369131    
   2.57039489E-03  0.962036610    
   2.63026846E-03  0.960662544    
   2.69153388E-03  0.959246159    
   2.75422912E-03  0.957786381    
   2.81838165E-03  0.956282496    
   2.88403174E-03  0.954733253    
   2.95120780E-03  0.953137875    
   3.01995175E-03  0.951495469    
   3.09029547E-03  0.949804962    
   3.16227763E-03  0.948065400    
   3.23593663E-03  0.946275771    
   3.31131113E-03  0.944435477    
   3.38844140E-03  0.942543149    
   3.46736819E-03  0.940598071    
